Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
598;21100856758;"Series on Contemporary China";book series;"17930847";"World Scientific";No;No;0,133;Q4;3;0;2;0;0;1;0,00;0,00;0,00;0;Singapore;Asiatic Region;"World Scientific";"2017-2021, 2023";"Anthropology (Q3); Cultural Studies (Q3); History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
599;21100405752;"Studies in EU External Relations";book series;"18750451";"Brill Academic Publishers";No;No;0,133;Q4;9;18;30;3215;8;1;0,27;178,61;50,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2008, 2010, 2012-2017, 2019-2020, 2023, 2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
600;21100833040;"Geopolitica(s)";journal;"21727155, 21723958";"Universidad Complutense Madrid";Yes;Yes;0,131;Q4;14;17;59;871;13;57;0,18;51,24;17,86;1;Spain;Western Europe;"Universidad Complutense Madrid";"2010-2025";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
601;19400156803;"Journal of Human Security";journal;"18353800";"";Yes;Yes;0,131;Q4;11;13;52;421;24;50;0,46;32,38;25,00;0;United Kingdom;Western Europe;"";"2009-2011, 2013-2017, 2019-2025";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Sociology and Political Science (Q4)";"Social Sciences"
602;21101145683;"Mexico y la Cuenca del Pacifico";journal;"16650174, 20075308";"Universidad de Guadalajara";No;No;0,131;Q4;5;12;46;621;19;46;0,44;51,75;35,00;0;Mexico;Latin America;"Universidad de Guadalajara";"2019-2026";"Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
603;21100901027;"Annali di Ca Foscari Serie Orientale";journal;"23853042";"Edizioni Ca' Foscari";Yes;Yes;0,129;Q4;6;28;92;1771;17;92;0,18;63,25;53,57;0;Italy;Western Europe;"Edizioni Ca' Foscari";"2018-2025";"Cultural Studies (Q3); Linguistics and Language (Q3); Religious Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
604;21100858711;"Brazilian Journal of International Law";journal;"2236997X, 22371036";"Centro Universitario de Brasilia";Yes;Yes;0,129;Q4;7;34;169;1902;36;162;0,24;55,94;50,00;0;Brazil;Latin America;"Centro Universitario de Brasilia";"2016-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
605;21101046209;"Journal of Muslim Philanthropy and Civil Society";journal;"25726544";"Indiana University Press";Yes;Yes;0,129;Q4;8;5;41;214;20;37;0,20;42,80;100,00;0;United States;Northern America;"Indiana University Press";"2017-2025";"Cultural Studies (Q3); Education (Q4); Political Science and International Relations (Q4)";"Social Sciences"
606;21101339667;"Lampung Journal of International Law";journal;"27232603, 26566532";"Universitas Lampung Faculty of Law";Yes;No;0,129;Q4;4;5;30;272;15;30;0,40;54,40;50,00;0;Indonesia;Asiatic Region;"Universitas Lampung Faculty of Law";"2021-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
607;19600157304;"Southeastern Europe";journal;"00944467, 18763332";"Brill Academic Publishers";No;No;0,129;Q4;16;18;38;1102;18;32;0,52;61,22;39,29;0;Netherlands;Western Europe;"Brill Academic Publishers";"1974, 1976-1980, 1982-1990, 2002, 2005, 2007, 2009-2026";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
608;21101188796;"African Review (Tanzania)";journal;"1821889X, 08560056";"Brill Academic Publishers";No;No;0,128;Q4;5;31;106;1635;32;104;0,31;52,74;34,09;0;Netherlands;Western Europe;"Brill Academic Publishers";"2020-2026";"History (Q3); Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Public Administration (Q4)";"Arts and Humanities; Social Sciences"
609;21100247075;"Codrul Cosminului";journal;"1224032X, 20675860";"Universitatea "Stefan cel Mare" din Suceava";Yes;Yes;0,128;Q4;6;23;55;859;10;55;0,15;37,35;33,33;0;Romania;Eastern Europe;"Universitatea "Stefan cel Mare" din Suceava";"2013-2025";"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
610;19700201334;"Journal of Transatlantic Studies";journal;"17541018, 14794012";"Taylor and Francis Ltd.";No;No;0,128;Q4;15;20;45;1077;15;42;0,15;53,85;9,52;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2007, 2010-2026";"History (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
611;21101146416;"Journal on Ethnopolitics and Minority Issues in Europe";journal;"16175247";"European Centre for Minority Issues";Yes;Yes;0,128;Q4;5;18;34;1021;20;33;0,42;56,72;73,68;0;Germany;Western Europe;"European Centre for Minority Issues";"2010, 2019-2025";"Cultural Studies (Q3); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
612;21101267551;"International Law Discourse in Southeast Asia";journal;"28300297, 28299655";"Universitas Negeri Semarang";Yes;Yes;0,127;Q4;3;8;36;423;13;36;0,28;52,88;60,00;0;Indonesia;Asiatic Region;"Universitas Negeri Semarang";"2022-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
613;21101155947;"Revista Electronica Iberoamericana";journal;"19880618";"Universidad Carlos III de Madrid";Yes;Yes;0,127;Q4;2;23;75;614;16;57;0,29;26,70;38,46;0;Spain;Western Europe;"Universidad Carlos III de Madrid";"2022-2025";"Arts and Humanities (miscellaneous) (Q3); History (Q3); Philosophy (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
614;21100980650;"Asia Maior";journal;"23852526, 26126680";"Viella";Yes;Yes;0,125;Q4;4;0;83;0;16;76;0,12;0,00;0,00;0;Italy;Western Europe;"Viella";"2018-2024, 2026";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
615;21101072519;"Connexe";journal;"26732750, 24065749";"University of Geneva";Yes;Yes;0,125;Q4;2;12;30;448;10;26;0,50;37,33;64,29;0;Switzerland;Western Europe;"University of Geneva";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
616;21101181925;"Global South";journal;"19328656, 19328648";"Indiana University Press";No;No;0,122;Q4;3;15;98;900;10;28;0,44;60,00;78,57;0;United States;Northern America;"Indiana University Press";"2019-2025";"Literature and Literary Theory (Q2); Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
617;5700161424;"Asia Pacific Journal on Human Rights and the Law";journal;"13881906, 15718158";"Martinus Nijhoff Publishers";No;No;0,121;Q4;15;10;39;1138;16;37;0,48;113,80;15,38;0;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2000-2025";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
618;6500153157;"Caribbean Quarterly";journal;"00086495, 24706302";"Taylor and Francis Ltd.";No;No;0,121;Q4;16;17;104;0;19;67;0,17;0,00;57,14;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
619;21101174187;"Journal of Global Diaspora and Media";journal;"26325853, 26325861";"Intellect Ltd.";No;No;0,121;Q4;4;6;23;353;6;21;0,15;58,83;50,00;0;United Kingdom;Western Europe;"Intellect Ltd.";"2020-2025";"Communication (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
620;21101190434;"Notebooks: The Journal for Studies on Power";journal;"26667177, 26667185";"Brill Academic Publishers";No;No;0,121;Q4;3;7;39;250;19;31;0,33;35,71;50,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2021-2025";"Anthropology (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
621;19700169104;"Vostok (Oriens)";journal;"08691908";"Russian Academy of Sciences";No;No;0,121;Q4;4;20;194;536;21;194;0,13;26,80;31,71;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1999, 2001, 2019-2023, 2025";"Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Anthropology (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
622;21101049060;"Challenges to National Defence in Contemporary Geopolitical Situation";conference and proceedings;"25388959";"General Jonas Zemaitis Military Academy of Lithuania";No;No;0,121;-;7;0;118;0;66;115;0,49;0,00;0,00;0;Lithuania;Eastern Europe;"General Jonas Zemaitis Military Academy of Lithuania";"2018, 2020, 2022, 2024";"Artificial Intelligence; Computer Science Applications; Information Systems and Management; Mechanical Engineering; Political Science and International Relations; Safety Research; Safety, Risk, Reliability and Quality; Sociology and Political Science";"Computer Science; Decision Sciences; Engineering; Social Sciences"
623;18300156729;"Applied Econometrics and International Development";journal;"15784487";"Euro-American Association of Economic Development Studies";No;No;0,120;Q4;17;0;51;0;24;51;0,38;0,00;0,00;0;Spain;Western Europe;"Euro-American Association of Economic Development Studies";"2009-2024";"Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Political Science and International Relations (Q4)";"Economics, Econometrics and Finance; Social Sciences"
624;5700161893;"Revue Internationale de Politique Comparee";journal;"13700731, 17821533";"De Boeck Supérieur";No;No;0,120;Q4;16;0;39;0;4;37;0,11;0,00;0,00;0;Belgium;Western Europe;"De Boeck Supérieur";"2001-2023";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
625;300147005;"Tamkang Journal of International Affairs";journal;"10274979";"Tamkang University";No;No;0,119;Q4;6;8;26;523;9;26;0,37;65,38;33,33;0;Taiwan;Asiatic Region;"Tamkang University";"2005-2025";"Business and International Management (Q4); Education (Q4); Political Science and International Relations (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
626;25617;"Canadian Yearbook of International Law. Annuaire Canadien de Droit International";journal;"19250169, 00690058";"Cambridge University Press";No;No;0,117;Q4;12;8;56;808;13;55;0,14;101,00;46,15;0;United Kingdom;Western Europe;"Cambridge University Press";"1989, 1996-2002, 2004-2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
627;5700158475;"Journal of Israeli History";journal;"17440548, 13531042";"Routledge";No;No;0,117;Q4;16;14;36;978;8;35;0,25;69,86;53,85;0;United Kingdom;Western Europe;"Routledge";"1994-1995, 2002-2004, 2008, 2010-2025";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
628;21101044796;"Confluences Mediterranee";journal;"11482664, 21025991";"Pepper-L'Harmattan";No;No;0,116;Q4;5;0;94;0;17;85;0,23;0,00;0,00;0;France;Western Europe;"Pepper-L'Harmattan";"2019-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
629;5700163865;"Critique Internationale";journal;"12907839";"Presses de Sciences Po";No;No;0,116;Q4;23;0;109;0;20;101;0,16;0,00;0,00;0;France;Western Europe;"Presses de Sciences Po";"2001-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
630;21477;"East European Jewish Affairs";journal;"1743971X, 13501674";"Taylor and Francis Ltd.";No;No;0,116;Q4;12;4;37;206;3;35;0,05;51,50;50,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-2003, 2005-2023, 2025-2026";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
631;21100463110;"International Criminal Law Series";book series;"22132724";"Brill Academic Publishers";No;No;0,116;Q4;4;0;2;0;0;2;0,00;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2013-2019, 2021, 2024, 2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
632;21101074927;"International Development Policy";book series;"16639383, 16639391";"Brill Academic Publishers";Yes;Yes;0,116;Q4;15;0;69;0;30;2;0,32;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2014-2020, 2022, 2024";"Development (Q4); Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
633;21100425902;"International Litigation in Practice";book series;"18740502";"Brill Academic Publishers";No;No;0,116;Q4;5;0;2;0;0;2;0,00;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007, 2011-2015, 2021-2022, 2024";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
634;21101044944;"Journal of Austrian-American History";journal;"24750913, 24750905";"Penn State University Press";Yes;Yes;0,116;Q4;3;8;37;674;4;36;0,11;84,25;85,71;0;United States;Northern America;"Penn State University Press";"2017-2025";"Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
635;21101278529;"Journal of Multidisciplinary Studies in Human Rights and Science";journal;"27521400";"Knowmad Institut";Yes;Yes;0,116;Q4;2;13;13;475;3;13;0,18;36,54;46,51;0;Germany;Western Europe;"Knowmad Institut";"2021-2026";"Health (social science) (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
636;21100407201;"Legal History Library";book series;"18747493";"Brill Nijhoff";No;No;0,116;Q4;6;46;2;4874;1;2;1,00;105,96;22,22;0;Netherlands;Western Europe;"Brill Nijhoff";"2008, 2010-2015, 2017, 2021-2022, 2024-2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
637;21100406789;"Nijhoff Law Specials";book series;"09244549";"Martinus Nijhoff Publishers";No;No;0,116;Q4;6;16;51;2167;6;2;0,03;135,44;66,67;0;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2004, 2006-2009, 2011-2013, 2015-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
638;21100407997;"Ottoman Empire and its Heritage";book series;"13806076";"Brill Academic Publishers";No;No;0,116;Q4;13;0;62;0;2;2;0,03;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2017, 2020-2021, 2023-2024, 2026";"History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
639;5700164170;"Central Europe";journal;"14790963, 17458218";"Taylor and Francis Ltd.";No;No;0,115;Q4;20;8;36;0;13;33;0,39;0,00;42,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
640;19700170140;"Journal of Shi'a Islamic Studies";journal;"17489423";"The Islamic College";No;No;0,115;Q4;9;0;36;0;2;31;0,10;0,00;0,00;0;United Kingdom;Western Europe;"The Islamic College";"2011-2024";"Cultural Studies (Q3); History (Q3); Philosophy (Q3); Religious Studies (Q3); Law (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
641;21101292644;"Review of Disability Studies An International Journal";journal;"15529215, 15533697";"University of Hawai'i at Manoa Center on Disability Studies";No;No;0,115;Q4;4;18;94;467;16;85;0,12;25,94;63,64;0;United States;Northern America;"University of Hawai'i at Manoa Center on Disability Studies";"2021-2025";"Cultural Studies (Q3); Developmental and Educational Psychology (Q4); Education (Q4); Political Science and International Relations (Q4)";"Psychology; Social Sciences"
642;29449;"Revue d'Etudes Comparatives Est-Ouest";journal;"03380599";"Presses Universitaires de France";No;No;0,115;Q4;12;6;18;79;3;16;0,13;13,17;75,00;0;France;Western Europe;"Presses Universitaires de France";"1978, 1985, 1996-2022, 2024-2025";"Finance (Q4); Political Science and International Relations (Q4)";"Economics, Econometrics and Finance; Social Sciences"
643;21101225422;"Studia Historiae Oeconomicae";journal;"00816485, 23537515";"Uniwersytet im. Adama Mickiewicza w Poznaniu";Yes;Yes;0,115;Q4;2;12;37;755;7;36;0,19;62,92;37,50;0;Poland;Eastern Europe;"Uniwersytet im. Adama Mickiewicza w Poznaniu";"2023-2025";"History (Q3); Economics and Econometrics (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
644;21100464929;"Taiwanese Political Science Review";journal;"10270221";"Taiwanese Political Science Association";No;No;0,115;Q4;4;0;15;0;3;15;0,00;0,00;0,00;0;Taiwan;Asiatic Region;"Taiwanese Political Science Association";"2015-2023";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
645;21100455681;"Analele Universitatii din Bucuresti, Seria Stiinte Politice";journal;"15822486, 28218078";"Bucharest University Press";Yes;Yes;0,114;Q4;3;0;9;0;6;9;0,00;0,00;0,00;0;Romania;Eastern Europe;"Bucharest University Press";"2015-2022";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
646;21101133340;"Journal of Global Postcolonial Studies";journal;"26438380, 26438399";"University of Florida Press";No;No;0,114;Q4;6;19;35;569;3;32;0,09;29,95;52,94;0;United States;Northern America;"University of Florida Press";"2020-2025";"History (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
647;60672;"Arab Studies Quarterly";journal;"02713519, 20436920";"Pluto Journals";Yes;Yes;0,113;Q4;8;11;48;380;13;36;0,32;34,55;38,46;0;United Kingdom;Western Europe;"Pluto Journals";"1979, 1981, 2001, 2018-2026";"Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
648;21100447115;"Austral: Brazilian Journal of Strategy and International Relations";journal;"22386262, 22386912";"Universidade Federal do Rio Grande do Sul";Yes;Yes;0,113;Q4;8;9;60;371;13;54;0,21;41,22;22,22;0;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul";"2012-2025";"Political Science and International Relations (Q4)";"Social Sciences"
649;21100903716;"Journal of Belarusian Studies";journal;"00754161, 20526512";"Brill Academic Publishers";No;No;0,112;Q4;5;6;17;247;2;14;0,00;41,17;40,00;0;United Kingdom;Western Europe;"Brill Academic Publishers";"2016-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q4); Linguistics and Language (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
650;24262;"Revue Francaise de Science Politique";journal;"00352950, 19506686";"Presses de Sciences Po";No;No;0,112;Q4;37;0;303;0;18;291;0,05;0,00;0,00;0;France;Western Europe;"Presses de Sciences Po";"1989, 1992, 2001-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
651;21101030121;"Yearbook of Balkan and Baltic Studies";journal;"26137852, 26137844";"ELM Scholarly Press";Yes;Yes;0,112;Q4;3;27;45;812;4;41;0,09;30,07;75,00;0;Estonia;Eastern Europe;"ELM Scholarly Press";"2018-2025";"History (Q3); Religious Studies (Q3); Anthropology (Q4); Cultural Studies (Q4); Demography (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
652;21100406834;"Developments in International Law";book series;"09245332";"Brill Academic Publishers";No;No;0,111;Q4;12;1;18;2195;2;3;0,11;2195,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2010, 2013-2015, 2020-2021, 2023-2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
653;21101148502;"International Studies on Military Ethics";book series;"22147926";"Brill Academic Publishers";No;No;0,111;Q4;2;0;25;0;3;3;0,12;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2015-2016, 2018-2019, 2023-2024, 2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
654;21101197369;"International Water Law Series";book series;"23519606";"Brill Nijhoff";No;No;0,111;Q4;5;0;3;0;1;3;0,33;0,00;0,00;0;Netherlands;Western Europe;"Brill Nijhoff";"2014-2015, 2017-2020, 2023-2024";"Management, Monitoring, Policy and Law (Q4); Political Science and International Relations (Q4)";"Environmental Science; Social Sciences"
655;21100453510;"Leiden Studies on the Frontiers of International Law";book series;"22124195";"Brill Academic Publishers";No;No;0,111;Q4;5;0;3;0;1;3;0,33;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2012, 2015, 2017-2021, 2023-2024";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
656;21101148503;"Nijhoff International Investment Law Series";book series;"23519592";"Brill Nijhoff";No;No;0,111;Q4;7;28;3;2862;0;3;0,00;102,21;0,00;0;Netherlands;Western Europe;"Brill Nijhoff";"2012, 2014-2021, 2023, 2025";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
657;21101180706;"RussianStudiesHu";journal;"26770660, 26771640";"Eotvos Lorand University Faculty of Arts, Russian Studies Center";Yes;Yes;0,111;Q4;2;23;71;859;5;71;0,10;37,35;54,17;0;Hungary;Eastern Europe;"Eotvos Lorand University Faculty of Arts, Russian Studies Center";"2020-2025";"History (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
658;21101199915;"Theory and Practice of Public International Law";book series;"24056847";"Brill Nijhoff";No;No;0,111;Q4;0;0;3;0;0;3;0,00;0,00;0,00;0;Netherlands;Western Europe;"Brill Nijhoff";"2015, 2019, 2021, 2023-2024";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
659;21100840182;"Estudos Internacionais";journal;"2317773X";"Editora PUC-Minas";Yes;Yes;0,110;Q4;6;14;67;501;9;66;0,07;35,79;31,25;0;Brazil;Latin America;"Editora PUC-Minas";"2017-2024";"Political Science and International Relations (Q4)";"Social Sciences"
660;19700187644;"Politica Economica";journal;"19738218, 11209496";"Societa Editrice II Mulino";No;No;0,110;Q4;11;0;42;0;8;40;0,03;0,00;0,00;0;Italy;Western Europe;"Societa Editrice II Mulino";"1997-2024";"Economics and Econometrics (Q4); Political Science and International Relations (Q4)";"Economics, Econometrics and Finance; Social Sciences"
661;19700188238;"Contemporary Arab Affairs";journal;"17550912, 17550920";"Brill Academic Publishers";No;No;0,109;Q4;16;27;64;1320;13;61;0,27;48,89;19,35;0;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2026";"Cultural Studies (Q4); Political Science and International Relations (Q4)";"Social Sciences"
662;21100937581;"Genocide Studies International";journal;"22911855, 22911847";"University of Toronto Press";No;No;0,109;Q4;7;0;22;0;6;18;0,63;0,00;0,00;0;Canada;Northern America;"University of Toronto Press";"2018-2023";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
663;17700155708;"Revue Internationale de Droit Penal";journal;"19516312, 02235404";"Maklu Publishers";No;No;0,109;Q4;11;0;77;0;6;73;0,09;0,00;0,00;0;Belgium;Western Europe;"Maklu Publishers";"2001-2024";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
664;21100943308;"Human Rights";journal;"24236489, 25386360";"Mofid University - Center for Human Rights Studies";Yes;Yes;0,108;Q4;2;0;50;0;5;50;0,00;0,00;0,00;0;Iran;Middle East;"Mofid University - Center for Human Rights Studies";"2019-2024";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
665;21100406310;"International Humanitarian Law Series";book series;"13896776";"Brill Academic Publishers";No;No;0,108;Q4;10;3;34;1295;11;4;0,33;431,67;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2016, 2018-2020, 2022-2026";"Law (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
666;21100405698;"International Studies in Human Rights";book series;"09244751";"Brill Academic Publishers";No;No;0,108;Q4;13;0;93;0;1;4;0,01;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"1991, 1994, 2006-2012, 2014-2021, 2023-2024, 2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
667;21100885609;"Journal of American-East Asian Relations";journal;"10583947, 18765610";"Brill Academic Publishers";No;No;0,108;Q4;11;18;53;763;7;38;0,03;42,39;23,08;0;Netherlands;Western Europe;"Brill Academic Publishers";"1992, 1994, 1996, 1998-2000, 2002-2003, 2007-2025";"History (Q3); Cultural Studies (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
668;21100407162;"Queen Mary Studies in International Law";book series;"18774822";"Brill Academic Publishers";No;No;0,108;Q4;8;14;4;4254;0;4;0,00;303,86;50,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2010-2016, 2018-2026";"Law (Q4); Political Science and International Relations (Q4)";"Social Sciences"
669;21101082209;"Revista Brasileira de Ciencias Policiais";journal;"23186917, 21780013";"National Police Academy";Yes;Yes;0,108;Q4;3;0;115;0;7;107;0,06;0,00;0,00;0;Brazil;Latin America;"National Police Academy";"2019-2024";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
670;21101253648;"IdeAs";journal;"19505701";"Institut des Ameriques";Yes;Yes;0,107;Q4;5;52;152;1493;10;142;0,06;28,71;50,00;0;France;Western Europe;"Institut des Ameriques";"2020-2025";"History (Q3); Cultural Studies (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
671;4700153010;"Journal of Social, Political, and Economic Studies";journal;"0278839X";"Council for Social and Economic Studies";No;No;0,107;Q4;12;0;18;0;4;18;0,22;0,00;0,00;0;United States;Northern America;"Council for Social and Economic Studies";"1978, 1980, 1982, 1984-1986, 1993-1996, 2006-2023";"Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
672;11600153439;"North Korean Review";journal;"15512789, 19412886";"McFarland and Company, Inc";No;No;0,107;Q4;11;6;37;186;10;30;0,26;31,00;0,00;0;United States;Northern America;"McFarland and Company, Inc";"2010-2017, 2019-2025";"History (Q3); Cultural Studies (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
673;21100201773;"Ricerche di Storia Politica";journal;"11209526, 26121069";"Societa Editrice Il Mulino";No;No;0,107;Q4;7;14;38;928;4;38;0,11;66,29;35,00;0;Italy;Western Europe;"Societa Editrice Il Mulino";"1999, 2001-2025";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
674;19900192704;"Romanian Journal of Political Science";journal;"20687613, 1582456X";"Romanian Academic Society";No;No;0,107;Q4;12;17;26;878;4;26;0,06;51,65;38,46;0;Romania;Eastern Europe;"Romanian Academic Society";"2009-2013, 2015-2024";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
675;21101194972;"Comparative Political Theory";journal;"26669773, 26669765";"Brill Academic Publishers";No;No;0,106;Q4;3;3;42;290;9;39;0,13;96,67;33,33;0;Netherlands;Western Europe;"Brill Academic Publishers";"2021-2026";"History (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Social Sciences"
